"Mission.CEOS.ID";"Short.Name";"Full.Name";"Mission.agencies";"Launch.year";"Orbit";"Instrument.CEOS.ID";"Resolution";"Swath";"Short.name";"Full.name";"Technology";"Instrument.agencies"
"";"";"";"";"";"";934;"23.5 m[Best Resolution: 23.5m]";"141 km[Max Swath: 141 km]";"LISS-III (Resourcesat)";"Linear Imaging Self Scanner - III (Resourcesat)";"High resolution optical imager";"ISRO"
"";"";"";"";"";"";461;"5.8 m[Best Resolution: 5.8m]";"70 km[Max Swath: 70 km]";"LISS-IV";"Linear Imaging Self Scanner - IV";"High resolution optical imager";"ISRO"
"712";"RISAT-1A";"Radar Imaging Satellite";"ISRO";"14 Feb 2022";"Sun-synchronous";790;"3 - 6 m (FRS-1), 9 - 12 m (FRS-2), 25/50 m (MRS/CRS)[Best Resolution: 3m]";"30 km (HRS), 30 km (FRS-1/FRS-2), 120/240 km (MRS/CRS)[Max Swath: 240 km]";"SAR (RISAT)";"Synthetic Aperature Radiometer (RISAT)";"Imaging radar (SAR)";"ISRO"
"713";"Arctica-M N1";"Hydro-meteorological Satellite Arctica-M N1";"ROSKOSMOS, ROSHYDROMET";"28 Feb 2021";"Highly elliptical";1691;"1000 m; 4000 m[Best Resolution: 1000m]";"Full Earth disk";"MSU-GS/VE";"Multispectral scanning imager-radiometer";"Multi-purpose imaging Vis/IR radiometer";"ROSKOSMOS, ROSHYDROMET"
"721";"GOSAT-2";"Greenhouse gases Observing SATellite-2aka Ibuki-2";"JAXA, MOE (Japan), NIES (Japan)";"29 Oct 2018";"Sun-synchronous";1654;"0.5 km (0.343, 0.443, 0.674, 0.869, 0.380, 0.550, 0.674, 0.869 µm bands), 1.0 km (1.63 µm band)[Best Resolution: 500m]";"1000 km";"TANSO-CAI-2";"Thermal And Near infrared Sensor for carbon Observation - Cloud and Aerosol Imager-2";"Multi-purpose imaging Vis/IR radiometer";"JAXA, MOE (Japan), NIES (Japan)"
"";"";"";"";"";"";1655;"9.7km[Best Resolution: 9700m]";"1000 km[Max Swath: 1000 km]";"TANSO-FTS-2";"Thermal And Near infrared Sensor for carbon Observation - Fourier Transform Spectrometer-2";"High-resolution nadir-scanning IR spectrometer";"JAXA, MOE (Japan), NIES (Japan)"
"732";"ZY-3-01";"Zi Yuan 3 Number 1";"CRESDA";"09 Jan 2012";"Sun-synchronous";1658;"6 m[Best Resolution: 6m]";"52 km[Max Swath: 52 km]";"MUX (ZY-3-01)";"Multispectral CCD Camera";"High resolution optical imager";"CRESDA"
"735";"Meteor-M N2-1";"Meteorological Satellite Meteor-M N2-1";"ROSKOSMOS, ROSHYDROMET";"28 Nov 2017";"Sun-synchronous";779;"1000 m[Best Resolution: 1000m]";"2900 km[Max Swath: 2900 km]";"MSU-MR";"Low-resolution multispectral scanning imager-radiometer";"Multi-purpose imaging Vis/IR radiometer";"ROSKOSMOS, ROSHYDROMET"
"";"";"";"";"";"";900;"350-1000 m[Best Resolution: 350m]";"450 km[Max Swath: 450 km]";"Severyanin-M";"Severyanin-M";"Imaging radar (SAR)";"ROSKOSMOS, ROSHYDROMET"
"736";"Meteor-M N2-2";"Meteorological Satellite Meteor-M N2-2";"ROSKOSMOS, ROSKOSMOS, ROSHYDROMET, ROSHYDROMET";"05 Jul 2019";"Sun-synchronous";779;"1000 m[Best Resolution: 1000m]";"2900 km[Max Swath: 2900 km]";"MSU-MR";"Low-resolution multispectral scanning imager-radiometer";"Multi-purpose imaging Vis/IR radiometer";"ROSKOSMOS, ROSHYDROMET"
"";"";"";"";"";"";900;"350-1000 m[Best Resolution: 350m]";"450 km[Max Swath: 450 km]";"Severyanin-M";"Severyanin-M";"Imaging radar (SAR)";"ROSKOSMOS, ROSHYDROMET"
"737";"PROBA-V";"PROBA-V";"ESA, BELSPO";"07 May 2013";"Sun-synchronous";1664;"100 m resolution at Nadir, 350 m on full field of view[Best Resolution: 100m]";"102° field of view with 2250 km wide swath[Max Swath: 2250 km]";"Vegetation";"Vegetation";"Medium-resolution spectro-radiometer";"ESA"
"738";"CARTOSAT-2E";"Cartography Satellite - 2E";"ISRO";"23 Jun 2017";"Sun-synchronous";1603;"2 m[Best Resolution: 2m]";"10 km[Max Swath: 10 km]";"HRMX";"High Resolution Multi Spectral";"High resolution optical imager";"ISRO"
"744";"OPSIS";"OPtical System for Imagery and Surveillance";"ASI";"01 Jul 2017";"Sun-synchronous";1676;"PAN = 0.5 m; MS = 2 m[Best Resolution: 0.5m]";"10 km x 10 km[Max Swath: 10 km]";"VHR PAN Camera  and MS Camera";"Very High Resolution Panchromatic Camera and Multi-Spectral Camera";"High resolution optical imager";"ASI"
"747";"LOTUSat-1";"LOTUSat-1";"VAST, NEC, Sumitomo";"2025";"Sun-synchronous";1678;"Spotlight: 1m, Stripmap: 2m, ScanSAR: 16m[Best Resolution: 1m]";"Spotlight 10km, Stripmap 12km, ScanSAR 50km[Max Swath: 50 km]";"LOTUSat-1 SAR";"LOTUSat-1 SAR";"Imaging radar (SAR)";"VAST, NEC, Sumitomo"
"748";"LOTUSat 2";"LOTUSat 2";"VAST";"01 Jul 2023";"Sun-synchronous";1678;"Spotlight: 1m, Stripmap: 2m, ScanSAR: 16m[Best Resolution: 1m]";"Spotlight 10km, Stripmap 12km, ScanSAR 50km[Max Swath: 50 km]";"LOTUSat-1 SAR";"LOTUSat-1 SAR";"Imaging radar (SAR)";"VAST, NEC, Sumitomo"
"749";"VNREDSat-1";"VNREDSat-1";"VAST, ASTRIUM";"07 May 2013";"Sun-synchronous";1681;"MS bands: 10m; panchromatic 2.5m[Best Resolution: 2.5m]";"17.5 km";"VNREDSat-1 MS";"VNREDSat-1 Multispectral";"Medium-resolution spectro-radiometer";"VAST, ASTRIUM"
"750";"VNREDSat 1b";"VNREDSat 1b";"VAST";"01 Jul 2017";"";1680;"";"";"VNREDSat 1 HS";"VNREDSat 1 Hyperspectral";"High resolution optical imager";"VAST"
"751";"Arctica-M N2";"Hydro-meteorological Satellite Arctica-M N2";"ROSKOSMOS, ROSHYDROMET";"16 Dec 2023";"Highly elliptical";1691;"1000 m; 4000 m[Best Resolution: 1000m]";"Full Earth disk";"MSU-GS/VE";"Multispectral scanning imager-radiometer";"Multi-purpose imaging Vis/IR radiometer";"ROSKOSMOS, ROSHYDROMET"
"752";"Obzor-O N4";"Operative Monitoring Satellite Obzor-O N4";"ROSKOSMOS";"31 Dec 2026";"Sun-synchronous";1753;"25-84 m[Best Resolution: 25m]";"42 km[Max Swath: 42 km]";"GSA (4)";"Hyperspectral imaging equipment";"Multi-channel/direction/polarisation radiometer";"ROSKOSMOS"
"753";"Obzor-R N1";"SAR Operative Monitoring Satellite Obzor-R N1";"ROSKOSMOS";"2025";"Sun-synchronous";1751;"1-500 m[Best Resolution: 1m]";"10-750 km[Max Swath: 750 km]";"Kasatka-R";"Kasatka-R";"Imaging radar (SAR)";"ROSKOSMOS"
"754";"Obzor-R N3";"SAR Operative Monitoring SatelliteObzor-R N3";"ROSKOSMOS";"31 Dec 2024";"Sun-synchronous";1751;"1-500 m[Best Resolution: 1m]";"10-750 km[Max Swath: 750 km]";"Kasatka-R";"Kasatka-R";"Imaging radar (SAR)";"ROSKOSMOS"
"755";"Obzor-R N2";"SAR Operative Monitoring Satellite Obzor-R N2";"ROSKOSMOS";"31 Dec 2026";"Sun-synchronous";1751;"1-500 m[Best Resolution: 1m]";"10-750 km[Max Swath: 750 km]";"Kasatka-R";"Kasatka-R";"Imaging radar (SAR)";"ROSKOSMOS"
"756";"Obzor-R N4";"SAR Operative Monitoring SatelliteObzor-R N4";"ROSKOSMOS";"31 Dec 2024";"Sun-synchronous";900;"350-1000 m[Best Resolution: 350m]";"450 km[Max Swath: 450 km]";"Severyanin-M";"Severyanin-M";"Imaging radar (SAR)";"ROSKOSMOS, ROSHYDROMET"
"757";"Obzor-O N2";"Operative Monitoring Satellite Obzor-O N2";"ROSKOSMOS";"31 Dec 2025";"Sun-synchronous";1752;"[Best Resolution: 30m]";"[Max Swath: 22 km]";"GSA (3)";"Hyperspectral imaging equipment";"Multi-channel/direction/polarisation radiometer";"ROSKOSMOS"
"";"";"";"";"";"";1688;"40 m[Best Resolution: 40m]";"120-200 km[Max Swath: 200 km]";"IK-radiometer (1)";"IR-radiometer";"Narrow-band channel IR radiometer";"ROSKOSMOS"
"758";"Obzor-O N1";"Operative Monitoring Satellite Obzor-O N1";"ROSKOSMOS";"31 Dec 2023";"Sun-synchronous";1752;"[Best Resolution: 30m]";"[Max Swath: 22 km]";"GSA (3)";"Hyperspectral imaging equipment";"Multi-channel/direction/polarisation radiometer";"ROSKOSMOS"
"";"";"";"";"";"";1688;"40 m[Best Resolution: 40m]";"120-200 km[Max Swath: 200 km]";"IK-radiometer (1)";"IR-radiometer";"Narrow-band channel IR radiometer";"ROSKOSMOS"
"759";"Obzor-O N3";"Operative Monitoring Satellite Obzor-O N3";"ROSKOSMOS";"31 Dec 2024";"Sun-synchronous";1753;"25-84 m[Best Resolution: 25m]";"42 km[Max Swath: 42 km]";"GSA (4)";"Hyperspectral imaging equipment";"Multi-channel/direction/polarisation radiometer";"ROSKOSMOS"
"760";"Resurs-P N3";"Environmental Satellite Resurs-P N3";"ROSKOSMOS";"13 Mar 2016";"Sun-synchronous";1686;"25-30 m[Best Resolution: 25m]";"30 km[Max Swath: 30 km]";"GSA (1)";"Hyperspectral imaging equipment";"Multi-channel/direction/polarisation radiometer";"ROSKOSMOS"
"766";"GEDI-on-ISS";"International Space Station/Global Ecosystem Dynamics Investigation (GEDI) Lidaraka ISS/GEDI";"NASA";"05 Dec 2018";"Inclined, non-sun-synchronous";1717;"";"";"GEDI";"Global Ecosystem Dynamics Investigation Lidar";"Lidar altimeter";"NASA"
"768";"Biomass";"Biomass";"ESA";"Apr 2025";"Sun-synchronous";1722;"SLC: 9x50 m2, GRD: 50x50 m2[Best Resolution: 50m]";"Stripmap with three swath (steered by rolling the satellite) with swath widths of 55, 53 and 45 km[Max Swath: 153 km]";"P-Band SAR";"P-Band Synthetic Aperture Radar";"Imaging radar (SAR)";"ESA"
"772";"Landsat 9";"Landsat 9aka L9, Landsat-9";"USGS, NASA";"27 Sep 2021";"Sun-synchronous";1769;"Pan: 15 m, VIS - SWIR: 30 m[Best Resolution: 15m]";"185 km[Max Swath: 185 km]";"OLI-2";"Operational Land Imager 2";"High resolution optical imager";"USGS, NASA"
"";"";"";"";"";"";1746;"100 m[Best Resolution: 100m]";"185 km[Max Swath: 185 km]";"TIRS-2";"Thermal Infrared Sensor 2";"Narrow-band channel IR radiometer";"USGS, NASA"
"773";"GF-1";"Gaofen-1";"CRESDA";"26 Apr 2013";"Sun-synchronous";1726;"6 m[Best Resolution: 6m]";"70km[Max Swath: 70 km]";"MUX (GF-1)";"Multispectral CCD Camera";"High resolution optical imager";"CRESDA"
"";"";"";"";"";"";1728;"5 m panchromatic and 10 m multispectral[Best Resolution: 5m]";"70km[Max Swath: 70 km]";"PAN (GF-1)";"Panchromatic and multispectral imager";"High resolution optical imager";"CRESDA"
"";"";"";"";"";"";1730;"16 m Nadir[Best Resolution: 16m]";"800 km[Max Swath: 800 km]";"WFV";"Wide Field View";"Multi-purpose imaging Vis/IR radiometer";"CRESDA"
"774";"GF-2";"Gaofen-2";"CRESDA";"19 Aug 2014";"Sun-synchronous";1727;"6 m[Best Resolution: 6m]";"45km[Max Swath: 45 km]";"MUX (GF-2)";"Multispectral CCD Camera";"High resolution optical imager";"CRESDA"
"";"";"";"";"";"";1729;"5 m panchromatic and 10 m multispectral[Best Resolution: 5m]";"45km[Max Swath: 45 km]";"PAN (GF-2)";"Panchromatic and multispectral imager";"High resolution optical imager";"CRESDA"
"775";"CBERS-4A";"China Brazil Earth Resources Satellite - 4Aaka ZY-01-4A";"CRESDA, INPE";"20 Dec 2019";"Sun-synchronous";1731;"16  m[Best Resolution: 16m]";"90 km[Max Swath: 90 km]";"MUX (CBERS-4A)";"Multispectral CCD Camera";"Multi-purpose imaging Vis/IR radiometer";"INPE, CAST"
"";"";"";"";"";"";1732;"55  m[Best Resolution: 55m]";"690 km[Max Swath: 690 km]";"WFI (CBERS-4A)";"Wide Field Imager";"Multi-purpose imaging Vis/IR radiometer";"INPE, CAST"
"783";"STSAT-3";"Science & Technology SATellite-3";"SI, KARI, KASI";"21 Nov 2013";"Sun-synchronous";1739;"28m[Best Resolution: 28m]";"28 km[Max Swath: 28 km]";"COMIS";"COMpact Imaging Spectrometer";"High resolution optical imager";"KARI, SI"
"784";"CAS500-1";"Compact Advanced Satellite 500 -1";"KARI, KAI, NGII";"22 Mar 2021";"Sun-synchronous";1740;"1m[Best Resolution: 1m]";"";"High Resolution Optical Sensor (CAS500-1)";"High Resolution Optical Sensor (CAS500-1)";"High resolution optical imager";"KARI, NGII"
"788";"Resurs-P N4";"Environmental Satellite Resurs-P N4";"ROSKOSMOS";"31 Mar 2024";"Sun-synchronous";1686;"25-30 m[Best Resolution: 25m]";"30 km[Max Swath: 30 km]";"GSA (1)";"Hyperspectral imaging equipment";"Multi-channel/direction/polarisation radiometer";"ROSKOSMOS"
"789";"Resurs-P N5";"Environmental Satellite Resurs-P N5";"ROSKOSMOS";"25 Dec 2024";"Sun-synchronous";1686;"25-30 m[Best Resolution: 25m]";"30 km[Max Swath: 30 km]";"GSA (1)";"Hyperspectral imaging equipment";"Multi-channel/direction/polarisation radiometer";"ROSKOSMOS"
"790";"Kondor-FKA N1";"SAR Satellite Kondor-FKA N1";"ROSKOSMOS";"26 May 2023";"TBD";1750;"1-12 m[Best Resolution: 1m]";"10-100 km[Max Swath: 500 km]";"BRLK S-range";"S-band Synthetic Aperture Radar";"Imaging radar (SAR)";"ROSKOSMOS"
"791";"Kondor-FKA N2";"SAR Satellite Kondor-FKA N2";"ROSKOSMOS";"29 Nov 2024";"Sun-synchronous";1750;"1-12 m[Best Resolution: 1m]";"10-100 km[Max Swath: 500 km]";"BRLK S-range";"S-band Synthetic Aperture Radar";"Imaging radar (SAR)";"ROSKOSMOS"
"792";"Kanopus-V N3";"Environmental Satellite Kanopus-V N3";"ROSKOSMOS";"01 Feb 2018";"Sun-synchronous";834;"2.1 m[Best Resolution: 2.1m]";"23 km[Max Swath: 23 km]";"PSS";"Panchromatic imaging system";"High resolution optical imager";"ROSKOSMOS"
"793";"Kanopus-V N4";"Environmental Satellite Kanopus-V N4";"ROSKOSMOS";"01 Feb 2018";"Sun-synchronous";834;"2.1 m[Best Resolution: 2.1m]";"23 km[Max Swath: 23 km]";"PSS";"Panchromatic imaging system";"High resolution optical imager";"ROSKOSMOS"
"794";"Kanopus-V N5";"Environmental Satellite Kanopus-V N5";"ROSKOSMOS";"27 Dec 2018";"Sun-synchronous";834;"2.1 m[Best Resolution: 2.1m]";"23 km[Max Swath: 23 km]";"PSS";"Panchromatic imaging system";"High resolution optical imager";"ROSKOSMOS"
"795";"Kanopus-V N6";"Environmental Satellite Kanopus-V N6";"ROSKOSMOS";"27 Dec 2018";"Sun-synchronous";834;"2.1 m[Best Resolution: 2.1m]";"23 km[Max Swath: 23 km]";"PSS";"Panchromatic imaging system";"High resolution optical imager";"ROSKOSMOS"
"800";"FY-3RM-1";"FY-3 Rainfall Mission 1aka FY-3G";"NSMC-CMA";"16 Apr 2023";"";1759;"";"";"MERSI-S";"Improved Medium Resolution Spectral Imager - Simplified";"Multi-purpose imaging Vis/IR radiometer";"NRSCC, CAST, NSMC-CMA, CNSA"
"801";"JPSS-3";"Joint Polar Satellite System - 3aka NOAA-23";"NOAA, EUMETSAT, NASA";"2032";"Sun-synchronous";412;"400 m - 1.6 km[Best Resolution: 400m]";"3000 km[Max Swath: 3000 km]";"VIIRS";"Visible/Infrared Imager Radiometer Suite";"Multi-purpose imaging Vis/IR radiometer";"NOAA, NASA"
"802";"JPSS-4";"Joint Polar Satellite System - 4aka NOAA-22";"NOAA, EUMETSAT, NASA";"2027";"Sun-synchronous";412;"400 m - 1.6 km[Best Resolution: 400m]";"3000 km[Max Swath: 3000 km]";"VIIRS";"Visible/Infrared Imager Radiometer Suite";"Multi-purpose imaging Vis/IR radiometer";"NOAA, NASA"
"807";"SARE-2A (S2)";"SARE-2A (S2)";"CONAE";"2030";"Sun-synchronous";1762;"Panchromatic band: 1 m
Vis/IR bands: 4 m[Best Resolution: 1m]";"12 km[Max Swath: 12 km]";"CAR";"High Resolution Camera";"High resolution optical imager";"CONAE"
"808";"SARE-2A (S3)";"SARE-2A (S3)";"CONAE";"2031";"Sun-synchronous";1762;"Panchromatic band: 1 m
Vis/IR bands: 4 m[Best Resolution: 1m]";"12 km[Max Swath: 12 km]";"CAR";"High Resolution Camera";"High resolution optical imager";"CONAE"
"809";"SARE-2A (S4)";"SARE-2A (S4)";"CONAE";"2032";"Sun-synchronous";1762;"Panchromatic band: 1 m
Vis/IR bands: 4 m[Best Resolution: 1m]";"12 km[Max Swath: 12 km]";"CAR";"High Resolution Camera";"High resolution optical imager";"CONAE"
"810";"Meteor-M N2-4";"Meteorological Satellite Meteor-M N2-4";"ROSKOSMOS, ROSHYDROMET";"29 Feb 2024";"Sun-synchronous";779;"1000 m[Best Resolution: 1000m]";"2900 km[Max Swath: 2900 km]";"MSU-MR";"Low-resolution multispectral scanning imager-radiometer";"Multi-purpose imaging Vis/IR radiometer";"ROSKOSMOS, ROSHYDROMET"
"";"";"";"";"";"";900;"350-1000 m[Best Resolution: 350m]";"450 km[Max Swath: 450 km]";"Severyanin-M";"Severyanin-M";"Imaging radar (SAR)";"ROSKOSMOS, ROSHYDROMET"
"811";"Meteor-M N2-5";"Meteorological Satellite Meteor-M N2-5";"ROSKOSMOS, ROSHYDROMET";"2025";"Sun-synchronous";779;"1000 m[Best Resolution: 1000m]";"2900 km[Max Swath: 2900 km]";"MSU-MR";"Low-resolution multispectral scanning imager-radiometer";"Multi-purpose imaging Vis/IR radiometer";"ROSKOSMOS, ROSHYDROMET"
"";"";"";"";"";"";900;"350-1000 m[Best Resolution: 350m]";"450 km[Max Swath: 450 km]";"Severyanin-M";"Severyanin-M";"Imaging radar (SAR)";"ROSKOSMOS, ROSHYDROMET"
"812";"Arctica-M N3";"Hydro-meteorological Satellite Arctica-M N3";"ROSKOSMOS, ROSHYDROMET";"31 Dec 2023";"Highly elliptical";1691;"1000 m; 4000 m[Best Resolution: 1000m]";"Full Earth disk";"MSU-GS/VE";"Multispectral scanning imager-radiometer";"Multi-purpose imaging Vis/IR radiometer";"ROSKOSMOS, ROSHYDROMET"
"813";"Meteor-M N2-3";"Meteorological Satellite Meteor-M N2-3";"ROSKOSMOS, ROSHYDROMET";"27 Jun 2023";"Sun-synchronous";779;"1000 m[Best Resolution: 1000m]";"2900 km[Max Swath: 2900 km]";"MSU-MR";"Low-resolution multispectral scanning imager-radiometer";"Multi-purpose imaging Vis/IR radiometer";"ROSKOSMOS, ROSHYDROMET"
"";"";"";"";"";"";900;"350-1000 m[Best Resolution: 350m]";"450 km[Max Swath: 450 km]";"Severyanin-M";"Severyanin-M";"Imaging radar (SAR)";"ROSKOSMOS, ROSHYDROMET"
"814";"Sentinel-1 D";"Sentinel-1 Daka S1D";"ESA, COM";"Dec 2025";"Sun-synchronous";939;"Strip mode: 9 m, Interferometric wide swath mode: 20 m, extra-wide swath mode: 50 m, wave mode: 50 m[Best Resolution: 9m]";"Strip mode: 80 km; Interferometric wide swath mode: 250 km, extra-wide swath mode: 400 km, Wave mode: sampled images of 20 x 20 km at 100 km intervals[Max Swath: 400 km]";"C-Band SAR";"C-Band Synthetic Aperture Radar";"Imaging radar (SAR)";"ESA"
"817";"RESOURCESAT-3A";"Resource Satellite-3A";"ISRO";"2026";"Sun-synchronous";932;"20 m, 10 m[Best Resolution: 10m]";"925 km[Max Swath: 925 km]";"ALISS III";"Advanced LISS III";"High resolution optical imager";"ISRO"
"818";"RESOURCESAT-3S";"Resourcesat Sampler-3S";"ISRO";"2025";"Sun-synchronous";1773;"2.5 m[Best Resolution: 2.5m]";"60 km[Max Swath: 60 km]";"LISS-V";"Linear Imaging Self Scanner-V";"High resolution optical imager";"ISRO"
"819";"RESOURCESAT-3SA";"Resourcesat Sampler-3SA";"ISRO";"2026";"Sun-synchronous";1773;"2.5 m[Best Resolution: 2.5m]";"60 km[Max Swath: 60 km]";"LISS-V";"Linear Imaging Self Scanner-V";"High resolution optical imager";"ISRO"
"821";"ZY-3-02";"Zi Yuan 3 Number 2";"CRESDA";"30 May 2016";"Sun-synchronous";1774;"6 m[Best Resolution: 6m]";"50 km[Max Swath: 50 km]";"MUX (ZY-3-02)";"Multispectral CCD Camera";"High resolution optical imager";"CRESDA"
"823";"FY-3H";"FY-3H Polar-orbiting Meteorological Satellite";"NSMC-CMA, NRSCC";"2025";"Sun-synchronous";1946;"";"";"MERSI-3";"Improved Medium Resolution Spectral Imager - 3";"Multi-purpose imaging Vis/IR radiometer";"NRSCC, CAST, NSMC-CMA, CNSA"
"";"";"";"";"";"";671;"";"";"MVIRS";"Moderate Resolution Visible and Infrared Imaging Spectroradiometer";"Multi-purpose imaging Vis/IR radiometer";"NRSCC, CAST, CNSA"
"834";"HY-3D";"HY-3D";"NSOAS, CAST";"2025";"Sun-synchronous";988;"3 modes: 1 m, 5 m, 10 m[Best Resolution: 1m]";"3 swaths: 40 km, 80 km, 150 km[Max Swath: 150 km]";"WSAR";"WSAR";"Imaging radar (SAR)";"NSOAS, CAST"
"835";"TanDEM-L";"TanDEM-L";"DLR, HRC";"2028";"Sun-synchronous";1777;"";"";"L-Band SAR";"L-Band Synthetic Aperture Radar";"Imaging radar (SAR)";"DLR, HRC"
"836";"FLEX";"FLuorescence EXplorer";"ESA";"Mar 2026";"Sun-synchronous";1778;"High spectral resolution of ~0.3 nm around the Oxygen absorption bands. Other spectral areas with less pronounced absorption features will be measured at medium spectral resolution between 0.5 and 3 nm.[Best Resolution: 300m]";"150 km swath[Max Swath: 150 km]";"FLORIS";"Fluorescence Imaging Spectrometer";"Medium-resolution spectro-radiometer";"ESA"
"838";"METOP-SG A2";"EUMETSAT Polar System - Second Generation - atmosphere sounding and imaging satellite 2aka EPS-SG-a2";"EUMETSAT, CNES, COM, DLR, ESA";"Feb 2033";"Sun-synchronous";965;"Pixel size 500m at Nadir[Best Resolution: 500m]";"2560 km (+/-53°)[Max Swath: 2700 km]";"METimage";"Multi Spectral Imager";"Multi-purpose imaging Vis/IR radiometer";"EUMETSAT, DLR"
"839";"METOP-SG A3";"EUMETSAT Polar System - Second Generation - atmosphere sounding and imaging satellite 3aka EPS-SG-a3";"EUMETSAT, CNES, COM, DLR, ESA";"May 2039";"Sun-synchronous";965;"Pixel size 500m at Nadir[Best Resolution: 500m]";"2560 km (+/-53°)[Max Swath: 2700 km]";"METimage";"Multi Spectral Imager";"Multi-purpose imaging Vis/IR radiometer";"EUMETSAT, DLR"
"850";"KOMPSAT-7";"Korea Multi-Purpose Satellite -7aka Arirang-7";"KARI, KAI";"Sep 2025";"Sun-synchronous";1789;"Pan:0.5 m, VNIR: 2m[Best Resolution: 0.5m]";"15 km[Max Swath: 15 km]";"AEISS-HR";"Advanced Electronic Image Scanning System-High Resolution";"High resolution optical imager";"KARI, KAI"
"852";"HRSAT";"High Resolution Satellite Constellation";"ISRO";"01 Aug 2023";"Sun-synchronous";1792;"1.9 m[Best Resolution: 3.84m]";"15 km";"MX (HRSAT)";"Multispectral HR VNIR";"High resolution optical imager";"ISRO"
"856";"NovaSAR-1";"NovaSAR-1aka NovaSAR-S";"UKSA, CSIRO, DOST-ASTI, ISRO, Space-Eyes";"16 Sep 2018";"Sun-synchronous";1797;"ScanSAR: 20 m; Stripmap: 6m; ScanSAR Wide: 30 - 50m; Maritime 6x13.7 m[Best Resolution: 6m]";"ScanSAR: 50 - 100 km; Stripmap: 13-20 km; ScanSAR Wide: 55 - 195 km; Maritime: 400 km[Max Swath: 400 km]";"S-band SAR";"S-band SAR";"Imaging radar (SAR)";"UKSA, CSIRO"
"861";"ALOS-4";"Advanced Land Observing Satellite-4aka DAICHI-4";"JAXA";"01 Jul 2024";"Sun-synchronous";1803;"Spotlight mode (1 to 3 m), stripmap mode (3 to 10 m).[Best Resolution: 1m]";"Spotlight mode: 35km, Stripmap mode: 100-200 km, Scan SAR mode: 700 km, Polarimetry: 100-200 km[Max Swath: 700 km]";"PALSAR-3";"Phased Array type L-band Synthetic Aperture Radar-3";"Imaging radar (SAR)";"JAXA"
"862";"GOSAT-GW";"Global Observing SATellite for Greenhouse gases and Water cycle";"JAXA, MOE (Japan), NIES (Japan)";"TBD";"Sun-synchronous";1805;"10 km in wide more and 3 km in focus mode. Target is 1km in focus mode.[Best Resolution: 1000m]";"Wide mode: 911km 
Focus mode: 90 km[Max Swath: 911 km]";"TANSO-3";"Total Anthropogenic and Natural emissions mapping SpectrOmeter-3";"High-resolution nadir-scanning IR spectrometer";"MOE (Japan), JAXA, NIES (Japan)"
"865";"RISAT-1B";"Radar Imaging Satellite";"ISRO";"Mar 2025";"Sun-synchronous";790;"3 - 6 m (FRS-1), 9 - 12 m (FRS-2), 25/50 m (MRS/CRS)[Best Resolution: 3m]";"30 km (HRS), 30 km (FRS-1/FRS-2), 120/240 km (MRS/CRS)[Max Swath: 240 km]";"SAR (RISAT)";"Synthetic Aperature Radiometer (RISAT)";"Imaging radar (SAR)";"ISRO"
"866";"TRISHNA";"Thermal infrared mission";"CNES, ISRO";"Dec 2026";"Sun-synchronous";1809;"57m";"1060 km";"VNIR";"Visible and Near Infra Red";"Medium-resolution IR spectrometer";"ISRO"
"871";"Arctica-M N4";"Hydro-meteorological Satellite Arctica-M N4";"ROSKOSMOS, ROSHYDROMET";"31 Dec 2024";"Highly elliptical";1691;"1000 m; 4000 m[Best Resolution: 1000m]";"Full Earth disk";"MSU-GS/VE";"Multispectral scanning imager-radiometer";"Multi-purpose imaging Vis/IR radiometer";"ROSKOSMOS, ROSHYDROMET"
"872";"Arctica-M N5";"Hydro-meteorological Satellite Arctica-M N5";"ROSKOSMOS, ROSHYDROMET";"31 Dec 2025";"Highly elliptical";1691;"1000 m; 4000 m[Best Resolution: 1000m]";"Full Earth disk";"MSU-GS/VE";"Multispectral scanning imager-radiometer";"Multi-purpose imaging Vis/IR radiometer";"ROSKOSMOS, ROSHYDROMET"
"873";"Elektro-L N4";"Geostationary Operational Meteorological Satellite";"ROSKOSMOS, ROSHYDROMET";"05 Feb 2023";"Geostationary";784;"1000 m; 4000 m[Best Resolution: 1000m]";"Full Earth disk";"MSU-GS";"Multispectral scanning imager-radiometer";"Multi-purpose imaging Vis/IR radiometer";"ROSKOSMOS, ROSHYDROMET"
"874";"Elektro-L N5";"Geostationary Operational Meteorological Satellite";"ROSKOSMOS, ROSHYDROMET";"Dec 2025";"Geostationary";784;"1000 m; 4000 m[Best Resolution: 1000m]";"Full Earth disk";"MSU-GS";"Multispectral scanning imager-radiometer";"Multi-purpose imaging Vis/IR radiometer";"ROSKOSMOS, ROSHYDROMET"
"875";"Meteor-M N2-6";"Meteorological Satellite Meteor-M N2-6";"ROSKOSMOS, ROSHYDROMET";"2026";"Sun-synchronous";779;"1000 m[Best Resolution: 1000m]";"2900 km[Max Swath: 2900 km]";"MSU-MR";"Low-resolution multispectral scanning imager-radiometer";"Multi-purpose imaging Vis/IR radiometer";"ROSKOSMOS, ROSHYDROMET"
"";"";"";"";"";"";900;"350-1000 m[Best Resolution: 350m]";"450 km[Max Swath: 450 km]";"Severyanin-M";"Severyanin-M";"Imaging radar (SAR)";"ROSKOSMOS, ROSHYDROMET"
